"X","AI_Prov_Name","File_Date","File_Count","Group_Count","Ethnicity","IEP","LEP","Gender","Ven_Stud_ID","Grade","Stud_Test_ID","Score_Flag","Item_ID","Item_Response","Data_Point_A","Final_Score_A","Read1_Date_A","Read1_ID_A","Read1_Score_A","Read1_Cond_A","Read2_Date_A","Read2_ID_A","Read2_Score_A","Read2_Cond_A","Read3_Date_A","Read3_ID_A","Read3_Score_A","Read3_Cond_A","Read5_Date_A","Read5_ID_A","Read5_Score_A","Read5_Cond_A","Data_Point_B","Final_Score_B","Read1_Date_B","Read1_ID_B","Read1_Score_B","Read1_Cond_B","Read2_Date_B","Read2_ID_B","Read2_Score_B","Read2_Cond_B","Read3_Date_B","Read3_ID_B","Read3_Score_B","Read3_Cond_B","Read5_Date_B","Read5_ID_B","Read5_Score_B","Read5_Cond_B","Data_Point_C","Final_Score_C","Read1_Date_C","Read1_ID_C","Read1_Score_C","Read1_Cond_C","Read2_Date_C","Read2_ID_C","Read2_Score_C","Read2_Cond_C","Read3_Date_C","Read3_ID_C","Read3_Score_C","Read3_Cond_C","Read5_Date_C","Read5_ID_C","Read5_Score_C","Read5_Cond_C","Alert_Code_1","Alert_ReaderID_1","Alert_Code_2","Alert_ReaderID_2","prediction_A","prediction_B","prediction_C"
230,"AI-XC",20131218113507,1000,1000,"W","N","N","F",460787,5,11064992,"Y",56274," ARCHEOIOGISTS                                                                                             4/24/13            There are many differn't websites that you can go on to learn about archeooiogists and fun in games. One thing I want to talk about is artifacts.Artifacts is stuff that you find under ground that is really old.                                                                                                        Some things that I learnd by reading findingfort james is that over 200 years people thought that the fort has been washed away by a river but has not over the years.              Some things that I learned about digging up George Washington's past is that archeoiogists are learing about his life as a child.                                                                           The last thing I want to talk about is the tools that they uesd.The tools are picks,shovels,whisks.dustpans,knife,wheelbarrow,skim shovel,and trowel.                                    This is my report about the 2 stoys I have read.                                                    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33645180796154,1.18065290536644,0.560788465938717
231,"AI-XC",20131218113507,1000,1000,"W","N","N","F",461062,5,11064995,"Y",56274," when they get the information they have to find two articles and 0ne grapic ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0
232,"AI-XC",20131218113507,1000,1000,"NR","","","M",461115,5,11064999,"Y",56274," the kids should be able to have pop in school. so they dont have to drink melk 24-7 or us drinking founten it will give students more energy for tne day ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0
233,"AI-XC",20131218113507,1000,1000,"NR","","","M",461168,5,11065002,"Y",56274," Being an Archeologist isn't everybodys miracle dream but if you want to dig. Be on your knees and study a bunch of stuff go a head.If you love history maybe it is for you.           F.Y.I an Archeologist studys things reads millions of books.Just to study some weapons and armor.And they make a lot of money so go ahead.           And they computer map,read,and work work work.24/7 they read study and dig all day and all night.If it so happens you love reading,diging,and history it's most likely for you.THE END. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.06771541052808,0.736568788266999
234,"AI-XC",20131218113507,1000,1000,"B","N","N","M",461343,5,11065005,"Y",56274," GO TO CLASS ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.2733342648608
235,"AI-XC",20131218113507,1000,1000,"W","Y","N","M",461380,5,11065008,"Y",56274," An archeologist has to ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.15183785302986
236,"AI-XC",20131218113507,1000,1000,"W","N","N","M",461509,5,11065011,"Y",56274,"                              LIFE AS A ARCHEOLOGIST                                                                              Life as a Archologist it takes alot of work using alot of materials to find lots of aticfacts from the past. first of all you need to know alot of history and you got to be physicaly fit.You got to be ready for any thing you never know where we might go.                                                          Where always digging up somthing it takes a long time,when we dicover a articfact we spend weeks on it. We dicover from little vases to huge dinosaurs.It seems like forever tojust get 25.ft done.We use alot of tools skim shovels, paint brushes,shovels, wheel barows,and alot more.when we find something we half to be very fagile because it is from 100 years  to 1,000,000 years old.                                                                     When we start digging we use skim shovels and when we get close we use paint brushes. well this is my life.             ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29757015833455,1.34706155858711,0.560129121161403
237,"AI-XC",20131218113507,1000,1000,"W","N","Y","F",461604,5,11065014,"Y",56274," I think that the story is taling about Digging for History Informational Performace Task Task.And I think that the story is nice even it learn us its a good story.             ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0
238,"AI-XC",20131218113507,1000,1000,"NR","","","M",462071,5,11065017,"Y",56274,"                                 Informatoin Report                      Archeologists does theyer work carfully like  yousing wisk and dustpan.They also yous pick and shovel to dig into the earthto find artafacts.Thay use the nife carefully to scrap dirt from around the   artifacts.They use the weelbarrow for cerrying havy stuff.Skim shovel is also used by archeologists what it dos is removea thin lyer of soil.The trowel is a very commen tool for archloogy.It is used for scraping and cuttinga view the different layers.                In 1994,a group of poeple inerested in studying the past  thet Jamestown Rediscovery Arceologicel Project.For over 200 years, people thought thet the fort had been washed away by a river but some discoverers in the think it might be around.they also discovered  the floors of buildings.To find the fort they used maps and computer.                   ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36962837611845,1.44558089991459,0.685977576795428
239,"AI-XC",20131218113507,1000,1000,"B","","","F",462157,5,11065022,"Y",56274," Wheelbarrow is used to move items from one place to another or to carry dirt.And the trowelis probably the most common toiol in archeology. Used to scrape and cut to veiw the difference layers of soil. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01512330171057,1,0.229483584420023
240,"AI-XC",20131218113507,1000,1000,"NR","","","F",462293,5,11065025,"Y",56274,"      The job of an archeologist is hard. Being an archeologist means you have to have special tools for the job. If you an archeologist you know that you have to work hard.  An archeologist has to know where he/she is going.        An archeologist has to know what they`re looking for. Its like an adventure everyday for them. Its not always an easy job but its not always a hard job. Most archeologists don`t mind getting dirty and some like rocks or just finding things. Archeology is a very dirty job. You have to be smart.    There are many different jobs as an archeologist. For some jobs as an archeologist you have to be strong. If you are an archeologist you have to use special tools like a Pick and Shovel , Knife and a Wheelbarrow. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31285888549037,1.28464639540976,1.48035815177668
241,"AI-XC",20131218113507,1000,1000,"NR","","","F",462543,5,11065028,"Y",56274," My report is on archeologists! Archeologists use many different tools. For example they use a pick and shovel which is used  to dig into the ground close to the objects were looking for. The whisk and dustpan are used to brush/clear off dirt from the artifacts . The knife is used the carefully dig around the objects and not into them. The wheelbarrow is used to move dirt/ item from one place to another.The skim shovel has a flat edge and removes thin layers of the soil at a time. Lastly there is the trowel which is most reccomended by most archeologists because it is used to scrape and cut around the important artifacts!! Those are the tols archeologists use.That is my report on archeologists !!!! ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.30924704443322,1.29196630054864,1.06912525374729
242,"AI-XC",20131218113507,1000,1000,"H","N","N","M",462721,5,11065031,"Y",56274," One day at at my home we had a family meeting so I had to run down stairs for a horrable meeting my parents told me they were sending me to summer camp which i told them that iit was the worst idea ever but they did nit even care.Then they told me to go pack my stuff or they would'nt let me packmy psp so i did whil I was packing my last thing i heard a honk out side it was a rusty old school i and said to myself let just get this over with!Later at the camp i saw my friends they looked depressed until they saw me and seeing all those face lit up my face put a little grin on myself to. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.03049739716644,0
243,"AI-XC",20131218113507,1000,1000,"P","N","Y","F",462862,5,11065034,"Y",56274," Over 100 years later, a group efort to find the exact spot where the fort was built began.         The first objects were found in 1861.           In the 1600s, people used to throw their trash down an unused well or into a big pit.            They started digging in 2003 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.647553925158912
244,"AI-XC",20131218113507,1000,1000,"H","N","N","F",462925,5,11065037,"Y",56274,"     There are many archeologists that discovers many things.The name for archeologists is a scientist.Settlers came from England.The archeologists used a wheelbarrow for work to move items to one place to another.They use a whisk and dustpan because you have to brush the dirt off.They use a lot of things that they use things to help themat work                                                                                                     In 1994,people were interested in the Rediscovery Archological Project.Over 200 years,people thought that the fort had washed away by a river.Some discoveries in the area thought it might be around.The fort was built in 1607.However,objects found that it was located farther away.It probably gave settlers protection.From enemies.         Now today pottery objects include: tools,coins,and metal toys for children to play with.People who were not responsible threw there trash in a very old old well.The archologists found out that the people threw there,trash,bones of animals that they ate and threw away in a very old old well. We also know what the settlers did to survive when they had not much had any food.                                    THAT IS WHAT THEY DID BACK THEN ! ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.87482482934542,1.6329972259921,1.19761819787825
245,"AI-XC",20131218113507,1000,1000,"NR","","","F",463412,5,11065040,"Y",56274," Schools should have Archeologists  because when ever the students want to go outside and like find stuff the Archeologists can come out with them   and help them search for stuff like money and special rocks that been barryed  under other rocks for years and years and years.                   Schools should have Archeologists because the students can learn from them.             ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.0715749861975464
246,"AI-XC",20131218113507,1000,1000,"W","N","N","F",463666,5,11065044,"Y",56274,"                                          make it on archeology make sure I say on topic  make details SAY ON TOPIC!!!!!!                                                          Archeolgists        Archeologists .  make theur own food for hot lunchers,and sometimes sanks ,but alot of times they don't provide for us very sad :(. im not happy today i had no breakefast  and nothing here i did not like to have at home, but they provide many things...the smater balaced test we do not have to buy ,but we do hav to pay for school:( bad any way , so that is way my school provides us any thing we need ,or when we get hurt make sure you guys dont get hurt or do any thing bad :)Archeoloigist help dicover that dinosaors were real,and they Had ritten many book on How to be a Archeologists.i think they imformed  code 5464: worked for 100 year and buies did not stop so Archeologists  are happy. so to learn more look it up.. at Archeologists.com mabey you'll get a job at it.         ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34722553348349,1.25315144921075,0.227525239875153
247,"AI-XC",20131218113507,1000,1000,"W","N","N","M",463957,5,11065047,"Y",56274," Archeoligists have to find artifacts like fossila or household items from the past.     Thier job is to find stuff from the past and identify and learn about them.If they find an artifact they would bring it to a lab for it to be studied.     Thier job is important because we learn about the past if they didn't do what they do we might not know any thing about the past. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.726679439279482
248,"AI-XC",20131218113507,1000,1000,"W","N","N","M",463990,5,11065051,"Y",56274,"         Hi, I'm Brady and today I would like to tell you about the United States past. People have been living here since and archeologist like me are here to discover it. Being an archeologist is hard work. You work for hours a day. You have to have gentle hands to do the job that we do. Hope you enjoy me telling you about the past and the discoveries that archeologists have made.                       The first thing I should probably tell you is what kind of tools we use to find these artifacts.Some of the tools we use a lot in beginning of the dig are the pick and the shovel. We use these to dig into the earth and get closer to the artifacts. Then we use the wheel barrow to remove the dirt that we just dug up with the shovel and pick. We also use the wheel barrow to remove the artifacts that we dug up. After that we use the skim shovel and the trowel. We use the skim shovel to remove thin layers of dirt gently and we use the trowel to scrape and view the different kinds of soils. Then some of the last tools we use are the whisk and dustpan, and the knife. We use the whisk and dustpan to remove dirt from the artifacts and we use the knife to carefully dig and to scrape the dirt from the artifacts. Those are some of the tools we use when we are out on the job and now you can see how many tools we have to use before we actually get the artifactt.               Now I am going to tell you some of the famous people that we have tried to learn more about. One of them wasn't actually a person it was a huge group of people. They lived in the Fort James in James Town. In 1994 people interested in the past started a rediscovery of Fort James. It was built in 1607 and for over 200 years people have thought that it was washed away by a river. After a few years they finally fond there first artifact in 1861 and national park services led a five-year of the area to find out how it was used. Later they found 11 cellars, dozens of burial sites, and ten buildings all within the forts boundries. Then they found out that they built stone bridges going across the river and they held cannons. Back then they had wells that they would throw there trash into and and after a few years of looking for one they found it with bones from the animals they ate and the trash they threw away.Today they find nearly 1 million artifacts including pottery, tools, coins, and even a few metal toys for kids. These artifacts helped us learn a lot about the first succesful settlement.                    Another really famous person that we tried to find out more about was George Washington. Most of what we already new about him was from his time of being a soldier and his time of being  president. George Washington moved to Ferry Farm at the age of 6 and archeoligists like my self beleived that the stone base of his house was still there, so they started looking for it in 2003. It took several years to find, but eventuallly they found some of it. They found the slave quarters, the kitchen, and storage houses. Later they found the main farm house. The finding of these artifacts have us discover many things of what people did in the past and soon people will be looking for our bones.                      In conclusion, I hope you have learned many things and that you just got a chance to imagine what it is like for archeologists.   Now when all of these archeologists that you see today are dead you will take there place and keep on learning about our past. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.97223377927248,2.8911405345185,1.98149373852341
249,"AI-XC",20131218113507,1000,1000,"B","","","M",464121,5,11065054,"Y",56274," What I know about George washington is that he comes from soldier and president.   biographies don't have much information about his childhood or when he was a boy.       People have lived on George washington known land as Ferry farm for over 12,000   years.The location had made a perfect place to build a home, George washington's   name is Augustine washington and they moved his family there.George was six years   old at that time.       he infentee a lot of stuff and thats why I pick him . ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.586607901709766
250,"AI-XC",20131218113507,1000,1000,"NR","","","M",464261,5,11065057,"Y",56274," In 1994 a group of people wanted to search for the James Fort. For many years lots of people thaught that the fort had been washed away be a nearby river. Archeoligists thaught that it was close to the river for cargo ships to dock easily but war ships could also come up the river. Later archeoligists found imformation that the fort was further inland. Later, the fort was found. There was a a bridge for cannons to mount in case of an attack. Today nearly find 1 million  obhjects every year from Fort James ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.527350657573575
251,"AI-XC",20131218113507,1000,1000,"W","N","N","M",464522,5,11065060,"Y",56274," Fix this test it is bad !!!!!!!!     :-( I was not able to go back to my answer. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.583337993658666
252,"AI-XC",20131218113507,1000,1000,"W","N","N","M",465156,5,11065063,"Y",56274,"   Have you ever herd of an archeologist?An archeologist is a person that look for artifacts.They travel the world for artifact and sell or donate they to a museum.          Archeologist find many artifact on they're trips. The artifacts can tell alot about the past. The burned pot piece found on the location of George Washington's childhood home shows there was a fire.A clay pipe shows the area in was found in was in facted the location of George Washington's childhood home. The trash found in the ruins of James Fort shows what the people ate and used.Now you can see how artifacts can tell people about the past.         Archeologist use many different tools. The wheelbarrow is used to move dirt and tools around . Picks and shovels are  used to get to the area the artifacts. Whishs and dustpans are used to clean dirt of artifacts and brush dirt away.The knife is used for careful diging and to scrape dirt from around the artifacts. Skim shovels are use to carefully remove a thin layer of soil. The trowel is used to scrape and cut to veiw the different layers of soil. Those are the many tool that archeologist use.         In conclusion, archeologish do have amazing jobs. They learn many things from artifacts and use many tools.I hope you injoyed this report.For more facts go to wikipedia. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16444816790992,2.05146639141189,1.24177999575411
253,"AI-XC",20131218113507,1000,1000,"W","N","N","F",465370,5,11065067,"Y",56274,"         Archeologists are excavators (people who dig) that use many different tools and strategies to work. One tool they use is a pick and hammer. They use these to dig down in the earth and look for artifacts. Another is a whisk and dustpan. They use those to brush away dirt. That is some of the life of an archeologist. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06845822761313,1.05728618612244,1.09039610883367
254,"AI-XC",20131218113507,1000,1000,"W","N","N","F",465416,5,11065071,"Y",56274," Being an archeologist isn't as easy as it seems. You have to do things like, searching for new places, discovering and recovering artifacts, and you also have to look for proof about who lived there.       While searching for new places, you have to first scan the area. Because discovering and analyzing an area is not all found in a day's work, you would also need to map out the place. You also would have to do some research on the place, which can take many years depending on how well known the area is. If you find any buildings, broken or not, you still have to analyze them ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07992668981081,1.05843749725631,1.38841375235959
255,"AI-XC",20131218113507,1000,1000,"W","","","F",465433,5,11065074,"Y",56274,"                                       The Job of a Archeologist                                                  by Sami Small       Being an archeologist is hard work. They have to use special tools like the pick and shovel in which they use to dig up the hard ground at the site. That is one of the different tools that the archeologists use wile finding artifacts.     There are different types of tools for digging up artifacts and here they are and how they are used.    The Whisk and Dustpan: used for cleaning dust and dirt off the artifact.   The Knife: used for careful digging and to help clean off the object.   The Trowel: used to scrape and cut the soil to see the different layers.   The Skim Shovel: has flat edge and is used to carefully dig a thin layer of  soil (dirt) with every scoop.   The Wheelbarrow: used to move big dirt piles and heavy artifacts.     Archeologists find different and really exiting things wile digging up artifacts. Once in 1994 they found Fort James!! Then in 2004 the archeologists found George Washington's farmhouse from when he was a kid!!! They found out that the kitchen, slave quarters,  storage houses, and farmhouse were seperate buildings.     There are different places to go on the enternet to find what archeologists have learned and found here are four I think might give the most information about finding George Washington's farmhouse:   http://www.smithsonianmag.com/history-acheology/digs-washington-200809.html?c=yge=1 or http://www.kenmore.org or http://diganthro.wordpress.com/ferry-farm or http://www.uwlax.edu/mvac/ProcessArch/ProcessArch/field_excavationtech.html with these you can learn all about how they found the stone base of Washington's house. Then if you want to learn about how they found Fort James here are three websites I found that might give you some infomation:   http://www.nps.gov/jame/historyculture/chronology-of-jamestown-archeology.html or http://historicjamestowne.org or http://apva.org/rediscovory with these you can learn about how they found james fort. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.57035330455347,2.38171308224588,1.41643791716307
256,"AI-XC",20131218113507,1000,1000,"H","N","N","F",465569,5,11065077,"Y",56274,"                                              Archeologist     Archiologist are people how dig up the past. They study for along time before they become masters.They found the first objects in 1861. They also discovered the floors of buildings.Over 100 years later, a group effort to find the exact spot where the fort was built began.                                                   Tools   The tools they use are;pick and shovel, whisk and dustpan, knife, wheelbarrow, skim shovel, trowel.They dig up the past but the past is the dirt so these tools help them with dirt things they need to do.                                              Help   Archeologist work in groups so that is how they get their work/job done.But there is not more than one team there is a bunch of teams and each team does a diffrent job to get work/job done.                                                                                                       Getting Involved    Digging around in dirt can give you more than dusty jeans.The folks at Ferry Farm are bringing to   life the country's first president in ways we have never seen.                                                                                           ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66638142740123,1.71256218061909,0.621065286837868
257,"AI-XC",20131218113507,1000,1000,"H","N","N","F",465652,5,11065079,"Y",56274,"     Archeologists are people who discover and figer out our worlds misteries.So we should learn all about them too and not to give up on our misteres in life.That is way I am going to tell you how archeologists find,research,and figer out.You are probley thinking how do they think and what do they do to the art afacts ounce they are done.That is why I'am going to tell you.           To begin with,archeologists find by going in their old houses and searching in them for valuble stuf.Also by looking at document and signetchers of them befor they were alive.Pictures are valuble they test them and keep them as memories of what they use to look like.They save them and reasearch them until they are done.           Secount of all they research art afacts with magnafieing glasses,lights,and eleteric magnascopes.Some times they put them on the internet so people can look at the web sites and learnall about them. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3955750309972,1.21847969289538,0.413428728146926
258,"AI-XC",20131218113507,1000,1000,"W","N","N","M",465692,5,11065084,"Y",56274," I learned that ARCHEOLOGISTS HAVE TO YOUS ALL KINDS OF TOOLS LIKE PICK AND SHOVELS,WHISK AND DUSTPANS,KNIFE BECAUSE THE NEED TO DIG AROUND SCRAPS OF DIRT,WHEELBARROW,SKIM SHOVEL AND TROWEL.The reason way they have to yous all these tools because the have to put dirt in wheelbarrows they have to yous knife to dig around the extra dirt they have to yous pick axes to dig up hard dirt they yous shovels to dig deep.they have to do alto of stuff in there job.they are inportent to use.they find stuff from all over the world.they find history.they find stuff that may be $50,000. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.266868829239893
